movie_name,genre,cast,director,tags
Shuddh Desi Romance,"Comedy,Drama,Romance","SushantSinghRajput, ParineetiChopra, RishiKapoor, VaaniKapoor",Maneesh Sharma,"A romantic comedy which tells the journey of three restless young people who junk society's syllabus for finding love and decide to follow their heart.Comedy,Drama,Romance,Maneesh Sharma,SushantSinghRajput, ParineetiChopra, RishiKapoor, VaaniKapoor"
Aakhree Raasta,"Action,Crime,Drama","AmitabhBachchan, Sridevi, JayaPrada, OmShivpuri",Bhagyaraj,"An ex-convict is bent on revenge against the people responsible for his wrongful imprisonment but is pit against his estranged son who is now a police officer.Action,Crime,Drama,Bhagyaraj,AmitabhBachchan, Sridevi, JayaPrada, OmShivpuri"
Mubarakan,"Comedy,Romance","AnilKapoor, ArjunKapoor, IleanaD'Cruz, AthiyaShetty",Anees Bazmee,"Singleton Kartar Singh is left with the responsibility of raising his 2 orphaned nephews. He asks his brother to raise Charan and his sister in London to raise Karan. When the twins cross continents, they leave behind a trail of confusion.Comedy,Romance,Anees Bazmee,AnilKapoor, ArjunKapoor, IleanaD'Cruz, AthiyaShetty"
Police Aur Mujrim,"Action,Musical,Romance","RaajKumar, VinodKhanna, MeenakshiSheshadri, AvinashWadhawan",K.C. Bokadia,"Bombay's Police Commissioner Veer Bahadur Singh, lives with his wife, Sharda, and daughter, Jyoti. When DSP Vishal Khanna arrests two notorious robbers and pimps, Shera and Jaaga, and holds...                See full summary »Action,Musical,Romance,K.C. Bokadia,RaajKumar, VinodKhanna, MeenakshiSheshadri, AvinashWadhawan"
Jazbaa,"Action,Crime,Drama","AishwaryaRaiBachchan, IrrfanKhan, ShabanaAzmi, JackieShroff",Sanjay Gupta,"Tensions arise when the daughter of nation's best lawyer is kidnapped. Now she'll have to save a rapist from death sentence, as ransom, within 4 days.Action,Crime,Drama,Sanjay Gupta,AishwaryaRaiBachchan, IrrfanKhan, ShabanaAzmi, JackieShroff"
Lucky: No Time for Love,"Musical,Drama,Romance","SalmanKhan, SnehaUllal, MithunChakraborty, KaderKhan","Radhika Rao, Vinay Sapru","In a chain of unfortunate events, a 17-year-old schoolgirl narrowly escapes a possible rapist, is caught up in a terror attack, and drinks contaminated water that poisons her.Musical,Drama,Romance,Radhika Rao, Vinay Sapru,SalmanKhan, SnehaUllal, MithunChakraborty, KaderKhan"
Ankhen,"Action,Adventure,Drama","MalaSinha, Dharmendra, Kumkum, SujitKumar",Ramanand Sagar,"Shortly after independence India faces terrorists attacks in Assam, resulting in many deaths and casualties. A group of concerned citizens then decide to do something to stop this carnage.Action,Adventure,Drama,Ramanand Sagar,MalaSinha, Dharmendra, Kumkum, SujitKumar"
Mashaal,"Action,Drama,Family","AnilKapoor, DilipKumar, WaheedaRehman, RatiAgnihotri",Yash Chopra,"A chain of events changes Vinod's life - from honest journalist to black marketer to an underworld Don and a Racketeer in order to combat Vardhan.Action,Drama,Family,Yash Chopra,AnilKapoor, DilipKumar, WaheedaRehman, RatiAgnihotri"
Super Nani,"Comedy,Drama,Family","Rekha, SharmanJoshi, RandhirKapoor, AnupamKher",Indra Kumar,"The movie revolves around how an Indian woman, Bharti, who sacrifices her life for her children and husband, and yet they do not value her or her sacrifices, and they all maltreat her. Then...                See full summary »Comedy,Drama,Family,Indra Kumar,Rekha, SharmanJoshi, RandhirKapoor, AnupamKher"
Dhoondte Reh Jaoge,"Comedy,Drama","PareshRawal, KunalKemmu, SonuSood, SohaAliKhan",Umesh Shukla,"A failed film producer and an unemployed Chartered Accountant decide to make a 'sure flop' movieComedy,Drama,Umesh Shukla,PareshRawal, KunalKemmu, SonuSood, SohaAliKhan"
Tahalka,"Action,Adventure,Thriller","Dharmendra, NaseeruddinShah, MukeshKhanna, AdityaPancholi",Anil Sharma,"While on a yacht trip along with this daughter, Dolly, Indian army Major Krishna Rao, observes a girl in distress and goes to rescue her. He ends up rescuing dozens of girls, who have been ...                See full summary »Action,Adventure,Thriller,Anil Sharma,Dharmendra, NaseeruddinShah, MukeshKhanna, AdityaPancholi"
Googly,"Comedy,Romance","Yash, KritiKharbanda, AnantNag, SadhuKokila",Pawan Wadeyar,"Sharath and Swath, who fall in love but get separated due to some misunderstandings. They reunite a few years later at a friend's weddingComedy,Romance,Pawan Wadeyar,Yash, KritiKharbanda, AnantNag, SadhuKokila"
Swarg,Drama,"RajeshKhanna, Govinda, Madhavi, JuhiChawla",David Dhawan,"Krishna is very loyal to his master and treats him like God. Unfortunately, he gets thrown out of the house and the master becomes a pauper. But loyal Krishna returns to change things for the master.Drama,David Dhawan,RajeshKhanna, Govinda, Madhavi, JuhiChawla"
Hadh Kar Di Aapne,"Comedy,Romance","Govinda, RaniMukerji, JohnyLever, PareshRawal",Manoj Agrawal,"Raj, a detective, goes on a Europe trip for his friend's case. During the trip, he falls in love with Anjali, who is impersonating her best friend. Their journey together ensues romance and comic confusion.Comedy,Romance,Manoj Agrawal,Govinda, RaniMukerji, JohnyLever, PareshRawal"
Mere Baap Pehle Aap,"Comedy,Drama,Romance","AkshayeKhanna, PareshRawal, GeneliaDeshmukh, OmPuri",Priyadarshan,"A son reunites his widowed father to the long lost lover of the latter and urges him to marry.Comedy,Drama,Romance,Priyadarshan,AkshayeKhanna, PareshRawal, GeneliaDeshmukh, OmPuri"
Amir Garib,"Action,Thriller","DevAnand, HemaMalini, PremnathMalhotra, RanjeetBedi",Mohan Kumar,"Manmohan alias Moni lives a dual life. One as a magician, and the other as a thief with the name of Bhagula Bhagat, whose prime agenda is to rob the rich, and spread the wealth with the ...                See full summary »Action,Thriller,Mohan Kumar,DevAnand, HemaMalini, PremnathMalhotra, RanjeetBedi"
Long Live Brij Mohan,"Comedy,Crime,Drama","ArjunMathur, NidhiSingh, SheetalThakur, ManavVij",Nikhil Nagesh Bhat,"A man fakes his own death. Unfortunately for him, starting a new life with a new identity will only bring him more problems.Comedy,Crime,Drama,Nikhil Nagesh Bhat,ArjunMathur, NidhiSingh, SheetalThakur, ManavVij"
Meel patthar,Drama,"MohinderGujral, PavitraMattoo, LakshvirSaran, SuvinderVicky",Ivan Ayr,"Recently marking 500,000 kilometers on the road, a newly bereaved trucker faces the threat of losing the job that has come to define him to a new intern.Drama,Ivan Ayr,MohinderGujral, PavitraMattoo, LakshvirSaran, SuvinderVicky"
Hatya,"Action,Crime,Drama","Govinda, NeelamKothari, RajKiran, AnupamKher",Kirti Kumar,"After the deaths of his wife Sheila and child Raja, Sagar takes to drinking as well as singing and dancing at weddings and special occasions. Intoxicated heavily after one such event, he ...                See full summary »Action,Crime,Drama,Kirti Kumar,Govinda, NeelamKothari, RajKiran, AnupamKher"
NTR: Kathanayakudu,"Biography,Drama","NandamuriBalakrishna, VidyaBalan, KaikalaSatyanarayana, NandamuriKalyanRam",Radha Krishna Jagarlamudi,"Based on the journey of the legendary Telugu actor, filmmaker and ex-Chief Minister Late Taraka Rama Rao Nandamuri.Biography,Drama,Radha Krishna Jagarlamudi,NandamuriBalakrishna, VidyaBalan, KaikalaSatyanarayana, NandamuriKalyanRam"
Apne,"Action,Drama,Sport","Dharmendra, SunnyDeol, BobbyDeol, ShilpaShettyKundra",Anil Sharma,"A disgraced ex-boxer attempts to make his two sons champion boxers in order to clear his name. One son agrees with this goal, but the other does not, causing family conflicts.Action,Drama,Sport,Anil Sharma,Dharmendra, SunnyDeol, BobbyDeol, ShilpaShettyKundra"
Yeh Lamhe Judaai Ke,"Drama,Mystery,Romance","ShahRukhKhan, RaveenaTandon, NavneetNishan, AvtarGill","Pavan Kaul, Birendra Nath Tiwari","Dushyant and Jaya are childhood friends. In spite of his familys poverty, Dushyant has one great ambition in life: to become a successful singer. Will he achieve his ambition?Drama,Mystery,Romance,Pavan Kaul, Birendra Nath Tiwari,ShahRukhKhan, RaveenaTandon, NavneetNishan, AvtarGill"
No Problem,"Action,Comedy,Crime","AnilKapoor, SanjayDutt, AkshayeKhanna, SunielShetty",Anees Bazmee,"Bank robbers, diamond thieves, a minister's homicide, and a hyper wife are just some of the challenges faced by a bumbling senior police officer.Action,Comedy,Crime,Anees Bazmee,AnilKapoor, SanjayDutt, AkshayeKhanna, SunielShetty"
Baghavat,"Action,Romance","Dharmendra, HemaMalini, ReenaRoy, AmjadKhan",Ramanand Sagar,"The region under Maharaj Singh's control is under-going drought and famine-like conditions, and the Maharaj orders that the treasury be made open so that his public does not suffer. His ...                See full summary »Action,Romance,Ramanand Sagar,Dharmendra, HemaMalini, ReenaRoy, AmjadKhan"
Begum Jaan,"Action,Drama,History","AmitabhBachchan, PallaviSharda, VidyaBalan, NaseeruddinShah",Srijit Mukherji,"The story of eleven prostitutes who refuse to part ways with their brothel and each other during the partition between India and Pakistan.Action,Drama,History,Srijit Mukherji,AmitabhBachchan, PallaviSharda, VidyaBalan, NaseeruddinShah"
Taarzan: The Wonder Car,"Action,Adventure,Drama","AjayDevgn, VatsalSheth, AyeshaTakia, FaridaJalal","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Raj rebuilds his dead father's car and names it Taarzan, but the car comes to life in a miraculous way. Slowly, the car starts killing the killers of Raj's father.Action,Adventure,Drama,Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla,AjayDevgn, VatsalSheth, AyeshaTakia, FaridaJalal"
Yaariyan,"Drama,Romance","HimanshKohli, RakulPreetSingh, NicoleFaria, ShreyasPorusPardiwalla",Divya Khosla Kumar,"A college student must win an inter college competition to save his college from being demolished by property builders.Drama,Romance,Divya Khosla Kumar,HimanshKohli, RakulPreetSingh, NicoleFaria, ShreyasPorusPardiwalla"
The Legend of Bhagat Singh,"Action,Biography,Drama","AjayDevgn, SushantSingh, D. Santosh, AkhilendraMishra",Rajkumar Santoshi,"The story of a young revolutionary who raised an armed resistance against the British rule in India.Action,Biography,Drama,Rajkumar Santoshi,AjayDevgn, SushantSingh, D. Santosh, AkhilendraMishra"
Beyond the Clouds,"Drama,Family","IshaanKhattar, MalavikaMohanan, GoutamGhose, Sharada",Majid Majidi,"A hedonistic teenager in Mumbai is busted for dealing drugs and goes to his estranged sister for help, but complications land her in jail.Drama,Family,Majid Majidi,IshaanKhattar, MalavikaMohanan, GoutamGhose, Sharada"
Oops!,"Comedy,Drama","KiranJhangiani, VikasSethi, Adyasha, MinkSingh",Deepak Tijori,"Dancer Jahaan (Kiran Janjani) has a group that includes his girlfriend Nikki (Adyasha), and bosom pal Akash Rai (Vikas Sethi). While Nikki and Akash are content to wait for their big-time, ...                See full summary »Comedy,Drama,Deepak Tijori,KiranJhangiani, VikasSethi, Adyasha, MinkSingh"
Hawaa Hawaai,"Drama,Family,Sport","MakrandDeshpande, ParthoA. Gupte, DevrayaGole, NehaJoshi",Amole Gupte,"Arjun dreams of skating. Can Arjun follow his dream and be a champion?Drama,Family,Sport,Amole Gupte,MakrandDeshpande, ParthoA. Gupte, DevrayaGole, NehaJoshi"
Ram Singh Charlie,Drama,"KumudMishra, DivyaDutta, SalimaRaza, FarrukhSeyer",Nitin Kakkar,"A Lovely Little Film About A Family Of Circus Artistes.Drama,Nitin Kakkar,KumudMishra, DivyaDutta, SalimaRaza, FarrukhSeyer"
Main Atal Hoon,"Biography,Drama","PankajTripathi, BenedictGarrett, HarshadKumar, RajeshDubeay",Ravi Jadhav,"The life of Atal Bihari Vajpayee, who served as the Prime Minister of India thrice during his tenure. The Bharat Ratna and Padma Vibhushan recipient was also one of the key senior leaders and co-founders of Bharatiya Janata Party (BJP)Biography,Drama,Ravi Jadhav,PankajTripathi, BenedictGarrett, HarshadKumar, RajeshDubeay"
Taqdeer,"Drama,Family","BharatBhushan, Shalini, FaridaJalal, JohnnyWalker",A. Salaam,"For the well-being of her children, a destitute widow is forced to marry a man she dislikes.Drama,Family,A. Salaam,BharatBhushan, Shalini, FaridaJalal, JohnnyWalker"
Simran,"Crime,Drama,Thriller","KanganaRanaut, SohumShah, EshaTewari, JasonLouder",Hansal Mehta,"A socially-criticized, financially-cornered girl becomes an outlaw to dodge the situation.Crime,Drama,Thriller,Hansal Mehta,KanganaRanaut, SohumShah, EshaTewari, JasonLouder"
Dulhan Hum Le Jayenge,"Comedy,Drama,Romance","SalmanKhan, KarismaKapoor, OmPuri, PareshRawal",David Dhawan,"Sapna has lost her parents at an early age and lives with her three quirky uncles - Bhola Nath is a fitness freak, Prabhu Nath is a deeply religious fellow and Vicky Nath is a disco-savvy ...                See full summary »Comedy,Drama,Romance,David Dhawan,SalmanKhan, KarismaKapoor, OmPuri, PareshRawal"
Indian Never Again Nirbhaya,Drama,"RiechaSharma, DineshMehta, GehanaVasisth, BidishaAdhikari","Bidisha Adhikari, Kanchan Adhikari, Payal Kaashyap","Based on the true event of Delhi bus gang rape in December 2012.Drama,Bidisha Adhikari, Kanchan Adhikari, Payal Kaashyap,RiechaSharma, DineshMehta, GehanaVasisth, BidishaAdhikari"
The Great Gambler,"Action,Crime,Romance","AmitabhBachchan, ZeenatAman, NeetuSingh, PremChopra",Shakti Samanta,"After unwittingly using his skills to obtain military secrets, a gambler is pursued by a police officer who happens to be his doppelganger.Action,Crime,Romance,Shakti Samanta,AmitabhBachchan, ZeenatAman, NeetuSingh, PremChopra"
Chaar Lugaai,Mystery,"NidhiUttam, AyushChaturvedi, DeeptiGautam, MansiJain",Prakash Saini,"Women, who maintain every duty and responsibility of their married life, but while on that, they find themselves yearning for intimacy and affection. With their husbands staying afar, they ...                See full summary »Mystery,Prakash Saini,NidhiUttam, AyushChaturvedi, DeeptiGautam, MansiJain"
Pinjar: Beyond Boundaries...,Drama,"UrmilaMatondkar, ManojBajpayee, SanjaySuri, SandaliSinha",Chandra Prakash Dwivedi,"In the days leading up to Partition, a Hindu woman is abducted by a Muslim man. Soon, she finds herself not only forced into marriage, but living in a new country as the borders between India and Pakistan are drawn.Drama,Chandra Prakash Dwivedi,UrmilaMatondkar, ManojBajpayee, SanjaySuri, SandaliSinha"
200: Halla Ho,"Crime,History,Thriller","DiptiAvlani, SaloniBatra, ApurvaChoudhari, SushamaDeshpande","Sarthak Dasgupta, Alok Batra","Loosely based on a real incident, 200: Halla Ho is the story of women, terrorised by a mobster whose gang raped, robbed, terrorised and murdered 300 families for 15 years until he met his nemesis in a young Dalit girl.Crime,History,Thriller,Sarthak Dasgupta, Alok Batra,DiptiAvlani, SaloniBatra, ApurvaChoudhari, SushamaDeshpande"
Ayalaan,"Action,Adventure,Sci-Fi","Sivakarthikeyan, RakulPreetSingh, Karunakaran, Bhanupriya",R. Ravikumar,"A lost alien seeks help to go back to his home, but everything gets harder after the alien returns to its home.Action,Adventure,Sci-Fi,R. Ravikumar,Sivakarthikeyan, RakulPreetSingh, Karunakaran, Bhanupriya"
Total Dhamaal,"Action,Adventure,Comedy","AjayDevgn, AnilKapoor, MadhuriDixit, RiteishDeshmukh",Indra Kumar,"A group of people learn about a hidden treasure and then they race to find it and claim it.Action,Adventure,Comedy,Indra Kumar,AjayDevgn, AnilKapoor, MadhuriDixit, RiteishDeshmukh"
Aayirathil Oruvan,"Action,Adventure","Karthi, ReemaSen, AndreaJeremiah, ParthibanRadhakrishnan",K. Selvaraghavan,"Anitha, a government official, embarks on a journey to find Chandramouli, an archaeologist, who went to Vietnam to search for any existence of the prince of the Chola dynasty.Action,Adventure,K. Selvaraghavan,Karthi, ReemaSen, AndreaJeremiah, ParthibanRadhakrishnan"
Fashion,"Drama,Romance","PriyankaChopraJonas, KanganaRanaut, MugdhaGodse, ArbaazKhan",Madhur Bhandarkar,"A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds out that her glamorous new life has a price.Drama,Romance,Madhur Bhandarkar,PriyankaChopraJonas, KanganaRanaut, MugdhaGodse, ArbaazKhan"
14 Phere,"Comedy,Romance","KritiKharbanda, VikrantMassey, GauaharKhan, VineetKumar",Devanshu Singh,"Sanjay, a Rajput from Jahanabad, is in love with Aditi, a Jat from Jaipur. They want to get married, but don't want to hurt their families. So they plan to get married by arranging a fake set of parents. Will they succeed?Comedy,Romance,Devanshu Singh,KritiKharbanda, VikrantMassey, GauaharKhan, VineetKumar"
Yellow Bus,Drama,"SamAkel, MansoorAl-Fili, KindaAlloush, FrancescaBizzarri",Wendy Bednarz,"After discovering that her daughter was abandoned to perish in the blistering desert heat on a school bus, an Indian woman residing in the Arabian Gulf sets out on a quest for the truth and justice.Drama,Wendy Bednarz,SamAkel, MansoorAl-Fili, KindaAlloush, FrancescaBizzarri"
